"lekid","x","y","man_area","per_miss","per_zero","mean_count","sd_count","min_count","max_count","mean_rugg","length_road","count_OG","mean_ppt","sd_ppt","mean_sb","sd_sb","mean_herb","sd_herb","mean_nest","sd_nest"
"H-25 Separation Creek",-950380.261109296,2123389.31697577," H",0,93.75,0.1875,0.895778630487862,0,5,0.00927,167197.6179,6,29.188888,1.737779,12.883078,3.073916,9.2126,5.117439,0.321815,0.111781
"H-9 High Point",-1002763.06109451,2160248.55717916," H",21.875,25,7.08,5.16333225737023,0,16,0.000481,92742.62945,26,19.957447,0.201847,6.027728,3.597591,7.635669,2.681178,0.092954,0.052906
"H-9 Separation Creek",-944202.620524601,2156516.22562682," H",21.875,46.875,15.12,13.6940376320013,0,42,0.000957,118707.1809,0,20.736263,0.440657,6.14362,3.058241,6.99063,3.083774,0.05674,0.030527
"H-Alkali Well",-1031934.48317147,2179685.63159273," H",34.375,46.875,19.9047619047619,18.8571067820723,0,55,0.00017,39342.93216,7,17.422222,0.493913,8.446305,3.988791,8.316761,2.554692,0.19156,0.117403
"H-Annis",-894287.151003502,2218161.11734103," H",0,62.5,7.25,11.1702369513089,0,35,0.005487,88654.32482,0,18.944444,0.502463,7.614988,3.55185,9.85513,8.837319,0.069682,0.040847
"H-Arapahoe",-981631.380528317,2198377.22550348," H",0,3.125,64.71875,34.581585977362,0,134,0.000295,223268.2639,0,19.065933,0.248166,8.364462,3.436285,8.906567,3.168145,0.151796,0.056945
"H-Arkansas",-903856.377134691,2207934.0839281," H",6.25,15.625,32.0333333333333,20.6238618634076,0,85,0.003542,141048.4511,0,19.369565,0.525799,10.963583,3.289109,8.502137,3.210888,0.164963,0.090511
"H-Arkansas Basin",-908654.945010302,2203958.27008016," H",43.75,46.875,49.9444444444444,32.1987800686376,0,117,0.003543,167943.1076,0,19.98913,0.580377,10.619832,2.512691,7.27466,2.958745,0.193018,0.067366
"H-Basin Well",-1024934.1747475,2184301.61779135," H",18.75,75,4.5,9.6052069212485,0,39,0.000487,57425.30902,5,17.799999,0.4,8.641808,3.325769,7.63887,2.491596,0.188001,0.082791
"H-Bastard Butte",-1013877.2604585,2194192.36509426," H",15.625,28.125,17.037037037037,13.1133563194216,0,51,0.000181,54528.22055,1,18.494504,0.499969,5.47391,3.520084,7.942669,2.975866,0.059798,0.02939
"H-Bear Creek",-1021998.21200259,2195105.91513631," H",18.75,75,1.73076923076923,3.0536233206824,0,10,8.3e-05,53458.60905,1,18.860214,0.346763,4.469439,2.956052,7.887671,3.153303,0.050388,0.019766
"H-Benchmark",-942790.525144891,2153484.10503854," H",21.875,84.375,2.36,5.64121736270934,0,21,0.001213,121552.175,0,21.141304,0.348335,6.942265,3.498777,7.396973,3.125415,0.06789,0.039186
"H-Black Rock Flat",-1033622.7356855,2169624.67542227," H",25,53.125,8.70833333333333,9.26179232662066,0,30,0.000332,36503.69776,0,16,0,5.012485,2.933734,10.990921,4.584772,0.074839,0.047816
"H-Bobs",-968630.321971748,2142905.12630197," H",62.5,65.625,35.5833333333333,20.6945681645004,0,74,0.000845,186598.5316,13,23.065933,0.248166,11.312957,2.942633,5.660667,2.082888,0.194069,0.124323
"H-Boggy Meadows North",-924870.147713021,2181599.77967308," H",0,0,35.5,18.9123615488611,5,79,0.001467,232236.7645,0,21.182796,0.746982,7.78196,3.15654,5.261723,2.540593,0.132774,0.057597
"H-Boggy Meadows Rim",-929171.047142431,2180194.97281932," H",0,75,2.21875,5.46386590658677,0,27,0.000949,162722.7519,0,20.193548,0.643546,6.123477,2.885809,4.482104,2.510762,0.076208,0.041882
"H-Bridger Pass",-943188.630115986,2117153.58133523," H",0,75,2.09375,4.68600782701424,0,18,0.017279,151306.9531,0,33.361701,1.367176,14.407102,3.928853,15.406149,8.20117,0.278514,0.107
"H-Buck Spring",-935017.556574873,2158818.55271164," H",0,18.75,14.3125,13.7663392655489,0,52,0.006055,138581.1345,0,21.782608,0.882512,9.306551,3.643974,6.364064,2.675452,0.108844,0.086528
"H-Buck Springs Draw",-947716.650132672,2104597.75709741," H",15.625,59.375,9.59259259259259,14.6583115284843,0,52,0.016447,181957.4193,0,32.021739,0.920518,13.333802,5.124856,16.21458,7.856899,0.253586,0.120896
"H-Bull Springs",-944414.893299946,2173635.41439934," H",0,0,16.28125,8.55809134207826,2,33,0.002588,218970.0004,0,20.925531,0.300331,9.819955,3.512839,7.903342,2.414145,0.165973,0.099586
"H-Chain Lakes Rim",-977949.966882918,2163575.58904951," H",15.625,15.625,28.7037037037037,14.5861230542933,2,65,0.000747,101156.2137,6,20.586956,0.49238,9.978605,4.135794,8.468417,2.464192,0.241721,0.083863
"H-Cherokee",-934788.037695167,2147085.16136782," H",0,43.75,3.625,3.95743481596105,0,12,0.006989,155453.4449,0,23.967033,0.999456,12.520782,3.025046,6.241424,2.150481,0.224204,0.147467
"H-Cherokee Creek 1",-957570.386894676,2083037.00685239," H",0,87.5,1.21875,4.9103864574278,0,27,0.010395,196476.9835,4,30.64516,0.798454,11.658305,4.398473,14.387478,7.184598,0.227163,0.106602
"H-Cherokee Creek 2",-959967.222216582,2086981.92975048," H",0,53.125,38.59375,49.1829103383974,0,149,0.009686,198608.0437,7,29.411111,1.042373,9.63734,3.390326,10.722289,5.544427,0.155504,0.052572
"H-Cherokee Creek 3",-960961.032468688,2082964.21882671," H",0,96.875,0.28125,1.59099025766973,0,9,0.00765,205850.6282,4,29.451612,0.92185,9.583192,3.007109,10.160093,5.225939,0.15286,0.053374
"H-Chicken Spring",-952311.308352139,2183396.47587817," H",0,0,100.09375,46.2631737994704,21,190,0.001381,396329.9386,0,21.860214,0.911,9.905825,2.995302,8.150239,2.780801,0.208865,0.038054
"H-Chokecherry",-923738.626481906,2128020.27139964," H",25,81.25,4.08333333333333,8.9195275107201,0,31,0.009807,155546.4702,0,28.408601,1.660655,11.380847,2.913638,7.076589,3.601158,0.250497,0.06788
"H-Coal Bank Wash",-947902.995868012,2060078.87987797," H",0,75,4.65625,9.72727915079131,0,36,0.016195,190909.661,0,30.033332,0.546707,11.133754,6.413129,26.937028,12.220729,0.152548,0.194117
"H-Coal Creek",-912115.425781334,2168595.1207187," H",0,56.25,3.8125,5.95378708429864,0,22,0.009488,136389.7643,0,23.449438,0.793388,8.623884,3.076101,6.015907,2.055218,0.166039,0.052539
"H-Coal Springs",-902132.764613459,2176412.40213078," H",15.625,28.125,15.0740740740741,9.18998587897938,0,34,0.017274,147208.8095,0,24.817203,2.427203,9.913554,4.243861,9.341988,5.703043,0.131003,0.079044
"H-Conners",-944653.675771609,2192623.22005732," H",56.25,65.625,7.21428571428571,4.54344111251121,0,15,0.002739,329492.4135,292,20.217391,0.734641,7.235472,3.415771,7.857924,3.722683,0.08858,0.048066
"H-Courthouse Butte",-991171.014302948,2092312.36047001," H",18.75,84.375,1.96153846153846,4.9029033784546,0,18,0.004246,107107.1734,3,25.361701,0.987701,7.686561,3.714802,7.287594,3.360183,0.145882,0.063957
"H-Cow Crk. Butte Rd.",-957175.019898807,2094285.17533721," H",31.25,71.875,6.40909090909091,10.8305524236239,0,36,0.018799,199318.1531,4,30.588888,0.74378,11.592014,4.547709,12.834739,7.052693,0.210734,0.101827
"H-Cow Spring",-933766.332022748,2150814.64852841," H",0,28.125,7.75,8.74366129851939,0,33,0.008997,139295.5654,0,24.043478,1.041665,12.333971,2.972142,6.403485,2.327322,0.249971,0.119872
"H-Crooked Well",-967791.98508614,2186790.72060586," H",12.5,68.75,4.32142857142857,7.93050169553334,0,30,0.000255,231429.1817,0,20.372341,0.483428,10.080658,2.341398,8.129323,2.183861,0.24127,0.034525
"H-Crossroads Ridge",-911547.18949097,2170848.57059619," H",34.375,34.375,27.7142857142857,17.4503376962821,2,57,0.006729,166608.6552,2,23.365591,0.699999,8.692042,3.168734,6.398213,2.400277,0.160315,0.052848
"H-Dad Basin 1",-963113.899518348,2097330.33621204," H",0,93.75,0.96875,3.83098046070749,0,17,0.002587,232385.3751,114,26.736263,0.923861,9.010543,3.172671,7.377985,3.95383,0.177197,0.062965
"H-Dad Basin 4",-959029.416734012,2095214.59605704," H",18.75,100,0,0,0,0,0.010857,218568.2187,9,29.5,1.384437,10.980187,4.132591,10.95767,6.476017,0.213442,0.102403
"H-Dad Junipers",-971359.110868448,2098441.04681832," H",75,87.5,1.625,3.06768875307034,0,9,0.003198,223561.2788,39,25.244443,0.543877,7.45619,3.520086,7.738009,4.493625,0.072691,0.056928
"H-Deep Creek",-957577.093572807,2074413.9300427," H",3.125,78.125,7.67741935483871,16.0673314456678,0,63,0.012568,176175.0936,1,31.068181,0.836598,11.826745,4.014014,13.285855,6.836113,0.184879,0.112956
"H-Delaney Rim 2",-1011826.55026457,2120975.53564572," H",37.5,78.125,10.7,19.0790598907753,0,64,0.000896,74500.83544,3,18.637363,0.602494,9.454115,4.132121,8.201356,2.851949,0.225949,0.078225
"H-Delaney Rim 3",-1004537.99233976,2126087.16632578," H",43.75,71.875,12.4444444444444,18.0268499816645,0,55,0.003993,61335.35157,6,20.462366,0.797295,9.661429,4.248284,9.452002,3.213355,0.239096,0.086924
"H-Deweese",-898517.662340033,2194047.27119389," H",0,21.875,16.75,12.6949316785314,0,44,0.005173,94864.37529,0,18.25,0.939761,8.699322,3.55345,7.885908,3.158993,0.081829,0.068823
"H-Discover",-976088.671015326,2186343.48317573," H",12.5,12.5,24.0714285714286,21.144876923402,2,104,0.000262,170510.6129,0,19.72043,0.448787,9.47656,2.62713,8.328868,2.196596,0.193459,0.039386
"H-Doty Mountain",-962528.459936103,2109014.33341523," H",0,96.875,1.84375,10.4298250225016,0,59,0.009406,240112.2644,64,27.336956,0.695906,10.904877,3.039655,7.459535,3.493359,0.229417,0.083649
"H-Dry Cow 2",-964501.067668993,2106038.42828924," H",3.125,100,0,0,0,0,0.0081,276181.585,135,26.860214,0.811097,10.151246,3.11908,7.043516,2.96974,0.182724,0.059122
"H-Dry Cow 3",-963545.279904775,2105171.61992279," H",3.125,84.375,0.806451612903226,2.44157537720641,0,10,0.006684,269948.1736,153,27.068181,0.822903,10.277163,3.12743,7.235706,3.187168,0.210745,0.075583
"H-Dry Cow 4",-966857.7816517,2103077.43341587," H",53.125,65.625,14.4666666666667,13.6270040029068,0,41,0.005087,297065.5659,143,26.085105,0.678853,8.973372,3.155941,6.933561,2.504557,0.1445,0.057532
"H-Dutch Joe 1",-955530.081143128,2064244.39633624," H",0,81.25,2.8125,7.70185356827152,0,33,0.006735,249142.2823,17,31.838708,0.367798,11.06085,6.482679,18.769712,9.12727,0.178765,0.173123
"H-Dutch Joe 2",-955759.63292319,2062848.27169813," H",12.5,90.625,1.21428571428571,5.3149484709334,0,28,0.006335,227919.4662,6,31.681318,0.465965,9.594154,6.453595,20.281251,11.887366,0.135835,0.161148
"H-Dutch Joe 3",-953985.777130311,2067705.97097265," H",12.5,78.125,4.75,11.4750131122333,0,50,0.009739,277629.9162,27,32.215053,0.545745,14.381737,6.005414,20.375308,6.878362,0.302593,0.154505
"H-Eagles Nest",-991649.883457087,2181634.72821579," H",12.5,18.75,11.8928571428571,12.6910271180929,0,57,0.000229,91063.3406,0,18.548387,0.497653,4.267704,2.087504,9.326234,3.354677,0.049637,0.021069
"H-Eagles Nest Draw",-972480.461217434,2190462.31195749," H",12.5,59.375,13.9285714285714,21.49233898208,0,64,0.000333,204273.9737,0,20.130434,0.336781,10.432269,2.651694,8.270256,2.205286,0.249783,0.063626
"H-Eagles Nest Fence",-985215.564153126,2187458.96268096," H",34.375,34.375,46,39.073008586491,4,146,0.000239,140689.7855,0,18.744443,0.436173,7.963571,2.99274,8.881444,2.338305,0.145677,0.05406
"H-Eagles Nest Reservoir",-980765.294393839,2188830.74703192," H",6.25,65.625,13.5666666666667,28.5472183962102,0,118,0.000273,171762.5928,0,19.043956,0.204997,9.391577,2.72144,8.284216,2.235898,0.189958,0.053241
"H-East Alkali",-979866.710934194,2210447.4379345," H",31.25,37.5,20.5,15.3398019481845,0,56,0.003156,219857.8206,0,19.717391,0.936298,10.387903,4.435733,8.945164,3.511255,0.224423,0.090019
"H-East Antelope",-971830.159727858,2204046.61893697," H",0,3.125,45.59375,21.958699319551,0,98,0.000709,348507.376,2,19.505495,0.669157,10.126585,3.632575,8.376219,3.495852,0.250408,0.068206
"H-East Dad Road",-968569.009833028,2096515.50943654," H",0,93.75,1.40625,5.60448768917057,0,26,0.001863,194843.1444,99,25.846153,0.360801,7.973176,3.14304,6.961558,2.497197,0.113689,0.049336
"H-East Doty Mountain",-959022.566146059,2109097.31821863," H",81.25,81.25,16.1666666666667,9.06458309392477,9,32,0.006561,238130.095,42,28.369565,0.881172,11.762728,3.400747,9.126569,5.071633,0.297032,0.09539
"H-East Dry Cow",-960743.633656482,2102475.85850325," H",9.375,90.625,3.17241379310345,9.82005588257754,0,36,0.002586,266692.5734,122,27.892473,1.222216,10.571521,3.528955,8.435019,4.838322,0.262271,0.099625
"H-East Luman",-1009109.84711269,2176054.88090424," H",31.25,87.5,1.22727272727273,3.11573301291882,0,12,0.000685,110506.2036,55,18.64516,0.478464,6.805741,4.263398,8.430005,3.04308,0.125648,0.090631
"H-East Muddy Divide",-939849.45862204,2108042.9280956," H",43.75,100,0,0,0,0,0.011201,148821.2593,0,34.912086,0.689773,14.277277,5.283182,18.479816,7.073709,0.284408,0.184568
"H-East Ninemile",-925341.96802718,2152639.37391377," H",9.375,9.375,30.7241379310345,13.3708012147049,13,59,0.004121,140397.2993,0,22.326086,1.054067,9.931058,2.974922,5.923891,2.12555,0.125489,0.072133
"H-Emigrant Creek",-938225.879277106,2121240.04884884," H",0,84.375,0.5625,2.31318102439323,0,13,0.014762,144004.2816,3,30.301074,2.618318,10.860873,4.252862,9.805921,7.208928,0.179346,0.118814
"H-Eversole Basin",-960603.851808228,2064306.76497205," H",0,87.5,3.375,11.7987150749289,0,62,0.007405,214410.4173,0,31.456521,1.245976,9.956548,5.629382,16.980979,10.400733,0.11884,0.122804
"H-Fenced Well",-975379.367047028,2150722.10546601," H",6.25,9.375,24,17.7025227113208,0,86,0.000782,127466.0862,9,21.538461,0.520094,10.284187,4.07585,8.691901,3.242513,0.249572,0.049303
"H-Ferris",-913043.616700715,2187165.42979769," H",37.5,40.625,24.3,12.9740631950624,0,53,0.008283,189351.9245,5,24.212766,2.254415,10.155141,4.862351,11.536553,5.883191,0.207662,0.088995
"H-Fillmore Cabins",-954592.423648546,2118575.78218323," H",0,78.125,1.71875,4.02599917471908,0,17,0.008068,195033.91,9,28.881719,1.134497,13.231746,2.841345,11.026043,5.901607,0.368021,0.098696
"H-Fillmore Hilltop",-955742.083632632,2122546.04738063," H",0,68.75,1.1875,2.4155076939134,0,10,0.005075,183422.4081,6,27.215053,1.11538,13.086471,2.875963,8.059318,4.219367,0.413224,0.065876
"H-Fillmore Ranch",-957509.405888175,2119733.80314157," H",0,46.875,21.09375,29.8440671955783,0,99,0.004745,191419.6853,8,27.555555,1.01227,13.042609,2.682087,9.045828,4.622451,0.417713,0.055274
"H-Fillmore Turnoff",-952442.439603593,2119430.60251066," H",18.75,93.75,0.153846153846154,0.543492976389406,0,2,0.011572,186056.0643,9,29.68085,1.452897,13.182564,2.982597,11.465597,6.39897,0.336621,0.122405
"H-Fivemile Junction",-984977.465316672,2150475.0202287," H",71.875,84.375,3.55555555555556,4.0345728123034,0,9,0.000564,179408.2827,92,21.533332,0.498887,9.569845,4.353311,8.029348,2.709219,0.23073,0.096808
"H-Flattop",-898485.276231602,2199544.17029993," H",0,28.125,10,10.6740565799029,0,45,0.003786,116360.352,0,18.554347,0.558805,7.478396,3.67723,8.276631,3.238235,0.042774,0.043084
"H-Fort LaClede",-1020846.19742559,2115786.45278726," H",59.375,71.875,36.7692307692308,31.1505854577241,0,82,0.001023,42204.91769,8,17.021739,0.488526,7.923126,4.135846,7.368453,3.097259,0.158057,0.065604
"H-Garden Gulch 1",-956820.864943653,2097541.58360043," H",0,96.875,1.28125,7.24784450716211,0,41,0.012895,206436.7268,4,30.505617,0.913366,12.096191,4.542812,13.252025,7.167023,0.253177,0.110199
"H-Garden Gulch 2",-957690.716204316,2096832.18422586," H",0,53.125,11.96875,15.1582711904713,0,48,0.012713,206737.2461,7,30.188888,1.009889,11.743595,4.47899,12.236047,6.842954,0.242719,0.109513
"H-Garden Gulch 3",-951000.118368052,2095883.05700576," H",0,93.75,0.90625,3.82992777662889,0,20,0.023991,196888.6213,0,32.308509,0.68458,14.988965,6.525095,19.308763,7.338146,0.338539,0.163782
"H-Girrard",-988083.645938535,2213074.66322646," H",0,25,29.5,26.345104215566,0,99,0.002661,110677.1026,0,19.120878,0.325986,10.125181,4.172188,8.025453,3.365427,0.24198,0.063996
"H-Green Ridge",-964416.300782276,2186644.71116599," H",3.125,3.125,36.8709677419355,20.0245548189947,10,87,0.000371,230102.0957,0,21.204301,0.967861,10.144454,2.403847,8.26517,2.317492,0.245851,0.032343
"H-Hadsell Crossing",-988587.417080488,2193078.26348754," H",0,0,29.5625,14.65723976127,4,76,0.000254,120108.2239,0,18.588888,0.492035,7.140911,3.405342,9.0082,3.059865,0.09897,0.048137
"H-Hadsell Road",-990356.76903647,2190970.37140821," H",0,71.875,6.5625,16.4217352035884,0,73,0.000209,101625.6908,0,18.215053,0.410859,6.505094,3.39183,9.01501,2.920606,0.085627,0.040194
"H-Hangout Ridge",-985199.483284003,2076627.15713812," H",25,78.125,2.625,5.70897462810511,0,18,0.007531,144984.9336,11,27.7,1.294861,8.473976,3.994255,6.855546,2.992797,0.180826,0.090982
"H-Harrier",-969453.818090109,2196028.56423182," H",25,25,35.1666666666667,26.3086473908529,3,80,0.000664,340357.5267,0,20.899999,0.334995,11.865749,2.740917,8.6264,2.422344,0.349179,0.038049
"H-Hay Gulch",-956464.938747143,2099229.20913183," H",0,93.75,1.3125,7.24429697829109,0,41,0.010419,217802.804,5,30.563829,0.962692,12.266156,4.486996,13.536044,7.368135,0.273023,0.11282
"H-Hillside",-908340.6462633,2123158.41718237," H",0,68.75,4.4375,7.49166203188585,0,22,0.004435,117363.5292,0,23.23913,1.210188,9.94988,2.510337,6.821304,2.14111,0.10806,0.045937
"H-Hogback",-943353.577089034,2131444.32202978," H",0,100,0,0,0,0,0.003954,163850.8008,0,27.031578,1.860688,12.220993,2.723748,7.556402,3.158251,0.334361,0.067933
"H-Horseshoe Bend",-1008069.26373528,2164581.64658068," H",21.875,28.125,9.8,7.92148975887743,0,33,0.000413,55473.08138,6,19.087911,0.283167,4.296797,2.539983,7.357537,3.224232,0.054029,0.040868
"H-Hugus Draw",-916132.729696388,2129200.60378232," H",25,46.875,11.2916666666667,14.4447347611107,0,56,0.006552,124769.2592,0,25.032608,1.902235,10.113136,2.444795,7.005143,2.627406,0.131004,0.083793
"H-ID Airstrip",-898060.787550897,2172800.39304268," H",15.625,56.25,5.33333333333333,7.98556389801188,0,25,0.010028,143276.7672,0,22.277778,1.468391,7.892551,3.318549,7.578136,3.534631,0.07847,0.039571
"H-Iron Springs Draw",-912646.956452178,2126167.03000271," H",0,43.75,9.6875,11.9229718637811,0,34,0.003901,104440.3725,0,24.333333,1.947335,10.364326,2.288273,6.952906,2.487019,0.118027,0.067562
"H-Junction",-910044.762402587,2123730.81882761," H",12.5,31.25,11,10.9679668260027,0,42,0.003863,104888.3317,0,23.73913,1.420881,10.392721,2.297983,6.742785,2.173239,0.118164,0.048537
"H-Lake Bed",-961831.130885059,2132896.65700445," H",0,31.25,13.5625,13.7017481813748,0,45,0.002505,168748.4522,3,23.537633,1.150587,11.436786,3.439714,6.020544,2.573263,0.313533,0.075165
"H-Larsen North Well",-956526.005168063,2174460.45972605," H",0,0,16.28125,10.5531966568154,4,42,0.000103,207960.5762,0,20.206521,0.404809,7.559023,2.43264,7.888028,1.964607,0.125127,0.028946
"H-Little Beaver",-942271.215349778,2104511.54261395," H",43.75,68.75,8.66666666666667,10.3127562356758,0,31,0.01313,176660.5642,0,34.211112,0.849763,14.231116,5.61307,17.322769,7.322595,0.286882,0.153998
"H-Little Sage Creek",-935559.528965272,2122552.817342," H",15.625,50,10.1481481481481,11.5715290649199,0,38,0.012612,129712.9959,2,28.415729,2.277436,9.717607,4.088985,7.883591,5.9495,0.168444,0.10111
"H-Little Sage Reservoir",-932940.566718402,2122989.59876713," H",0,62.5,5,8.27354899080351,0,32,0.008617,124477.4195,1,26.955055,1.792055,9.447095,3.918521,6.511049,4.06382,0.178958,0.087718
"H-Little Sand Spring",-926053.480874754,2184761.90177264," H",0,37.5,13.4375,16.0803175622631,0,71,0.00206,253664.9509,21,21.935483,1.171401,8.575626,3.249662,5.202783,1.752347,0.166132,0.059291
"H-Littlefield",-939857.005279246,2105817.32208733," H",43.75,100,0,0,0,0,0.010576,155593.1768,0,34.911109,0.677322,13.568682,4.674129,18.959095,7.109012,0.234412,0.156735
"H-Littlefield Canyon",-942499.498614056,2108489.26801335," H",46.875,96.875,0.0588235294117647,0.242535625036333,0,1,0.013447,143334.1992,0,34.107528,0.822563,13.864994,4.831174,15.98463,7.421915,0.250633,0.120565
"H-Lost Alkali",-978447.51110169,2209275.95529103," H",40.625,96.875,0.157894736842105,0.688247201611685,0,3,0.002913,264619.9596,0,19.655914,0.848713,10.014389,4.313355,8.89113,3.376407,0.207856,0.084187
"H-Lost Arapahoe",-978192.620680323,2205554.57035068," H",15.625,21.875,26.1111111111111,19.5631783899741,0,93,0.000518,254014.7164,1,19.131868,0.338347,8.323259,3.768945,9.163106,3.925287,0.148284,0.075676
"H-Lost Creek",-980483.813129468,2207305.87198696," H",0,62.5,11.21875,19.3919410846944,0,82,0.000695,199293.5229,0,19.152173,0.359189,8.42005,3.958912,9.053431,3.650225,0.15875,0.087857
"H-Lost Creek Basin",-984392.886869519,2208250.50795475," H",34.375,46.875,30.6190476190476,30.0607321775039,0,110,0.001154,89880.07418,0,19.022222,0.147405,7.986216,4.232394,9.30672,3.838826,0.155062,0.088061
"H-Low Ridge",-948683.090338139,2125560.36855333," H",12.5,90.625,0.821428571428571,3.45396788923901,0,18,0.008949,154350.9014,1,28.891304,1.477781,12.700458,3.049361,8.619461,4.424999,0.302517,0.097218
"H-Mahoney Dome",-927979.960842021,2188517.75075182," H",50,50,46.5625,15.7732632430114,18,77,0.003052,252135.3085,21,22.817203,1.612759,9.775847,3.88877,6.435793,3.649044,0.207549,0.061928
"H-McKinney Creek",-949714.02773732,2108626.70051941," H",0,96.875,0.09375,0.530330085889911,0,3,0.022035,153092.4477,0,31.591398,0.806379,13.151691,4.86015,14.761944,7.848821,0.25377,0.113439
"H-Midnight Valley",-943332.858478434,2127992.62433367," H",0,50,9.53125,13.8354019375728,0,51,0.00994,166661.8974,0,29.791208,2.25572,12.315411,2.701513,8.023262,4.048607,0.292757,0.086421
"H-Miller Hill",-942520.174615872,2109371.53990431," H",0,62.5,6.90625,11.3204336375395,0,35,0.013718,145797.2,0,34.152172,0.820058,14.398425,4.863795,15.873353,7.22457,0.265937,0.118977
"H-Minex West",-978662.37873345,2180917.30712608," H",0,3.125,17.15625,14.8369838144307,0,60,0.00015,206674.8146,0,19.129032,0.335235,6.797125,3.151024,9.004499,2.446362,0.112656,0.071457
"H-Mud Lake",-953321.790048988,2167029.14991636," H",0,78.125,1.5,3.95131664458905,0,17,0.00014,99513.39775,0,20,0,6.566808,3.241001,8.382282,3.055148,0.092904,0.065193
"H-Mud Lake North",-951350.24626241,2167617.20029822," H",0,12.5,16.0625,14.2238724821019,0,46,0.000165,114956.9206,0,20.153846,0.360801,6.978081,3.435616,8.31056,2.955354,0.112132,0.073385
"H-Mud Springs",-958887.330752149,2159347.72810741," H",40.625,53.125,15.6315789473684,10.667763101543,0,40,0.000544,74411.48248,0,20.233333,0.422952,7.694304,3.897676,7.818584,2.52762,0.085158,0.032413
"H-Mulligan Draw",-994256.129902711,2104479.08764894," H",31.25,62.5,12.9545454545455,13.6816779558763,0,42,0.001443,95316.52948,18,21.266666,0.489897,7.527513,3.836958,9.021694,3.57462,0.115637,0.074966
"H-Mysterious",-981538.604479307,2069510.49699279," H",21.875,59.375,4.68,6.82959247198055,0,24,0.004637,186743.1272,1,25.64516,0.957653,9.593623,2.444259,6.267134,2.659859,0.192099,0.044005
"H-Ne Muddy Mtn.",-956714.167731419,2071429.3793809," H",0,71.875,22.03125,44.7231515242169,0,161,0.012503,193269.8146,1,31.844444,0.855194,13.133221,4.345608,15.971177,6.990291,0.244399,0.130054
"H-Nicholson 1",-951217.722458816,2063522.99800384," H",18.75,93.75,0.615384615384615,2.17397190555762,0,8,0.00862,280776.481,27,31.277778,0.774995,11.662017,6.957352,20.787414,7.786777,0.181328,0.17717
"H-North Fillmore",-955736.077367582,2123557.17911219," H",18.75,78.125,1.46153846153846,2.77461015972723,0,9,0.004882,187652.2584,6,26.769229,1.110162,13.099102,2.858547,7.518957,3.853883,0.412103,0.066417
"H-North Girrard",-989149.411552719,2216134.1926438," H",28.125,78.125,4.04347826086957,8.07058779468873,0,29,0.004907,130151.2888,0,19.344444,0.475186,11.252213,3.959802,7.743454,3.244963,0.272701,0.072125
"H-North Lamont",-938254.81696816,2195191.47523238," H",0,9.375,12.25,8.99462204911644,0,41,0.005479,266270.1965,107,19.263736,0.440657,8.772834,3.662291,7.033236,3.674506,0.067793,0.064346
"H-North Rawlins",-919514.731343686,2148704.105902," H",3.125,40.625,5.64516129032258,5.3823686675216,0,19,0.0041,110609.37,0,20.329545,0.764579,8.322531,3.149751,5.580832,1.732508,0.134664,0.060769
"H-NW Haystack",-916664.014612911,2169863.54580121," H",0,6.25,59.21875,35.6341032511852,0,125,0.003165,124307.0419,0,21.641304,0.984461,7.353635,3.310435,4.996561,1.725656,0.131802,0.064184
"H-Ohio",-925436.259353854,2185837.59604619," H",43.75,43.75,56.7222222222222,26.0786267131118,25,131,0.002371,255109.3246,21,22.622222,1.52445,9.153897,3.643313,5.71685,2.345717,0.196994,0.075258
"H-Olson Divide",-958405.76278102,2117448.6111822," H",18.75,90.625,0.346153846153846,1.12932927677654,0,5,0.006982,204170.1405,2,27.914894,0.88317,13.072374,2.759349,9.288762,4.690787,0.400576,0.064737
"H-Olson Draw",-961509.426478308,2112978.11848961," H",3.125,100,0,0,0,0,0.009482,222662.4799,7,27.372341,0.699301,12.131814,3.060742,7.666651,3.781787,0.3149,0.08878
"H-Osborne Draw",-976281.50702376,2193779.59580557," H",0,59.375,12.21875,22.410732415951,0,93,0.000387,239749.8298,0,19.840425,0.36621,10.454363,2.892192,8.105666,2.371217,0.244262,0.061008
"H-Pipeline",-964804.249734002,2095239.01426156," H",0,53.125,8.90625,14.481042947202,0,63,0.002542,193208.9127,100,26.233333,0.448454,8.066811,3.180207,6.848739,3.020825,0.144337,0.054324
"H-Point East",-905862.451116166,2210200.96496257," H",6.25,87.5,1.03333333333333,3.18924197385775,0,14,0.008873,119712.9817,0,19.369565,0.504703,10.91697,3.102119,8.510577,3.317706,0.162459,0.091738
"H-Pool Table",-906878.544281192,2163561.11402808," H",0,46.875,12.21875,17.1572130510004,0,65,0.009693,107510.1611,0,22.408601,1.280428,7.641532,2.701686,6.224095,1.78376,0.116265,0.039575
"H-Prospects",-966728.003437206,2190767.18227268," H",3.125,6.25,38.3225806451613,19.9204871037737,0,82,0.000364,255981.0221,0,20.847826,0.464729,10.921281,2.400211,8.357246,2.226393,0.289404,0.044891
"H-Ram Canyon",-942761.685241075,2128638.19551629," H",18.75,43.75,25.6923076923077,30.6760743652368,0,97,0.009177,173315.911,0,29.391304,2.368068,12.262582,2.715314,7.965871,3.922209,0.295072,0.082076
"H-Rankin",-899273.832085133,2173195.56564082," H",15.625,78.125,3.40740740740741,8.68357981506236,0,41,0.010422,145645.794,0,22.608695,1.326621,8.105414,3.225548,7.626054,3.512209,0.084268,0.040096
